Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Tags
CÔNG TY TNHH KỸ THUẬT ATRONICS,atronics.net,,,,,"CÔNG TY TNHH KỸ THUẬT ATRONICS is a company that specializes in providing industrial equipment, cutting tools, mechanical processing, automation, and industrial lubricants for the manufacturing industry including machinery, industrial materials, SMT equipment, and electronic circuit board production.",,""
SPM,spm.com.my,"Retail Appliances, Electrical, and Electronic Equipment","Shah Alam, Malaysia",201-500,https://www.linkedin.com/company/spmsb,"SPM is a manufacturing company that specializes in industrial equipment, automation, and engineering services.",privately held,""
Robocon,robocon.pe,Mining,"Lima, Peru",501-1000,https://www.linkedin.com/company/robocon,Robocon Servicios S.A.C is a company in the robotics and automation industry that provides technology services and industrial solutions.,privately held,""
Veset,veset.cl,Automation Machinery Manufacturing,"Concepción, Chile",11-50,https://www.linkedin.com/company/veset-y-c%c3%ada-ltda,"Veset y Cía. Ltda is a company that specializes in the commercialization of electrical, electronic, and instrumentation products, focusing on providing control and automation equipment for the national industry.",self owned,""
Level Automation,levelautomation.se,,,,,"Level Automation is a company that specializes in designing, manufacturing, and programming electrical cabinets for automation and control systems used in various industries.",,""
Upower - Automação industrial - Usinagem - Caldeiraria,upower.com.br,Automation Machinery Manufacturing,"Jaguariúna, Brazil",1-10,https://www.linkedin.com/company/upower-solutions,"Por Esfera Construções is a company specializing in industrial automation and manufacturing of parts, offering solutions for projects in line adaptation.",self owned,""
Futusol,futusol.com,,"Kranj, Slovenia",,https://www.linkedin.com/company/futusol-doo,"Futusol is a company operating in the industrial automation, machinery manufacturing, product development, and toolmaking industry.",,""
CIGrupo.USA,cigrupousa.com,Financial Services,"Miami, Florida, United States",201-500,https://www.linkedin.com/company/cigrupousa,CiGrupoUSA is a manufacturing company that specializes in industrial automation and technology.,public company,""
Orange Informatica SRL,orangeinformatica.it,Software Development,"Pistoia, Italy",11-50,https://www.linkedin.com/company/orange-informatica-srl,"Orange Informatica SRL is a company that specializes in designing, developing and installing industrial automation applications for machinery manufacturers in Italy and abroad.",partnership,""
Marchiani Srl,marchianisrl.com,Machinery Manufacturing,"Collecchio, Italy",51-200,https://www.linkedin.com/company/marchiani-srl,Marchiani Srl is a company that specializes in industrial electrical automations with a focus on automation systems.,privately held,""
WMH Robotics,wmh-robotics.co.uk,Industrial Machinery Manufacturing,"Tamworth, United Kingdom",11-50,https://www.linkedin.com/company/wmh-robotics,WMH Robotics is a company specialized in providing robotics and standard solutions to manufacturers and integrators.,privately held,""
ALL4,all4-gp.us,,"345 Mira Loma Ave, 91204, Glendale, California, United States",,,ALL4 is a technology-oriented business that provides manufacturing equipment and process solutions for various technologies.,,""
WUXI BEST,wuxibest.com,,China,,https://www.linkedin.com/company/%e8%b4%9d%e6%96%af%e7%89%b9%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,"WUXI BEST is a manufacturing company that specializes in industrial equipment, automation, and robotics.",,""
Schwarhofer Automati,schwarhofer.com,,,,,Schwarhofer Autoamti is a company that specializes in automation of industrial systems and custom machinery manufacturing with experience and dedication.,,""
Anupam Automation,anupamautomation.com,,Indonesia,,https://www.linkedin.com/company/anupam-enterprise,Anupam Automation is an industrial automation company that provides engineering services and manufactures industrial equipment.,,""
Perfect Automation Engineering,paebd.com,"Appliances, Electrical, and Electronics Manufacturing","Dhaka, Bangladesh",201-500,https://www.linkedin.com/company/paelbd,PERFECT Automation Engineering is a company specializing in industrial automation and manufacturing solutions.,self owned,""
Tech Solution,jtechsolution.org,,,,,"J-Tech Solution is an engineering company that specializes in complex machining, automation, design, fabrication, and factory improvement, offering cost-effective solutions.",,""
KIMAST,kimast.com,,,,,"KIMAST is a robotics company that specializes in designing, manufacturing, and implementing robotic systems, tooling, and various automation systems based on technical specifications provided by customers.",,""
Ezratek,ezratek.com,,"410 George Avenue, R6W0J4, Winkler, Manitoba, Canada",,,"Ezratek is a manufacturing equipment company that offers palletizers, baggers, tag placers, and grading line solutions to streamline operations.",,""
Diverse Automation,diverseai.com,,"Stafford, Texas, United States",,https://www.linkedin.com/company/diversity-industries-inc,"Diverse Automation is an industrial automation company that specializes in providing automation solutions for various industries, positioning themselves as industrial futurists.",,""
Airtac,airtacus.com,Construction,"55 5th Avenue, 10003, New York, New York, United States",51-200,https://www.linkedin.com/company/airtac-mechanical,Airtac is a pneumatics manufacturing company that values long-term customer satisfaction.,privately held,""
Univex Srl,univexsrl.com,Transportation/Trucking/Railroad,"San Giuliano Milanese, Italy",201-500,https://www.linkedin.com/company/express-%26-service,Univex Srl is a manufacturing company that specializes in industrial equipment and automation technology.,privately held,""
CM Industries,cmindustries.com,Automation Machinery Manufacturing,"Lake Zurich, Illinois, United States",11-50,https://www.linkedin.com/company/cm-industries-inc,"CM Industries is a manufacturing company that specializes in high quality robotic torches, MIG guns, TIG torches, and related welding peripherals.",privately held,""
MOC Inc,mocinc.com,Facilities Services,"Valley Cottage, New York, United States",1-10,https://www.linkedin.com/company/moc-inc,MOC is a manufacturing company that specializes in providing technology solutions for industrial equipment and automation of production processes.,,""
TTi-tooling,tti-tooling.com,Plastics Manufacturing,China,201-500,https://www.linkedin.com/company/tti-tooling,"Tooling Tech Industrial Limited is a manufacturing company that specializes in industrial machinery, tooling, automation, and engineering services.",self owned,""
CHANGZHOU HANKO ELECTRONICS CO,hankoelectronics.com,Manufacturing,China,51-200,https://www.linkedin.com/company/changzhouhankoelectronics,CHANGZHOU HANKO ELECTRONICS CO is an Electronics Manufacturing company that specializes in electronic components and industrial automation technology.,privately held,""
Ifm,ifm.at,Automation Machinery Manufacturing,"Essen, Germany",5001-10000,https://www.linkedin.com/company/ifm,ifm is a provider of industrial automation solutions specializing in sensors and process control.,privately held,""
MAKTEK,maktek.com.tr,Consumer Goods,"İzmir, Türkiye",201-500,https://www.linkedin.com/company/maktek-boiler-%26-panel-radiator,"Maktek is a manufacturing company that specializes in industrial machinery, automation, and engineering solutions.",privately held,""
Iraj Robotics and Automation,irajrobotics.com,Automation Machinery Manufacturing,"Pune, India",51-200,https://www.linkedin.com/company/iraj-robotics-and-automation,"Iraj Robotics and Automation is a company that offers innovative robotics and automation solutions to enhance productivity for industries such as automobile, steel plants, paper, pharmacy, and food and beverages.",self owned,""
ALSAKR,topgroupco.com,Automation Machinery Manufacturing,Egypt,51-200,https://www.linkedin.com/company/alsakr,TOPGROUP is a company in the industrial automation and packaging machinery solutions sector.,privately held,""
Dinâmica Comércios e Representações,dinamicacomercio.com.br,Retail,Slovenia,,https://www.linkedin.com/company/din%c3%a2mica-com%c3%a9rcios-e-representa%c3%a7%c3%b5es,"Dinâmica Comércios e Representações is an industrial supply company that offers a wide range of products including machinery, tools, welding equipment, and abrasives, known for excellent customer service and fulfilling customer needs.",,""
Härting,harting.cl,International Trade and Development,"Santiago, Chile",1001-5000,https://www.linkedin.com/company/h-rting-representaciones,HÄRTING is an Industrial Solutions company that specializes in connectors and automation technology.,privately held,""
ZAPIS HARDWARE Systemy,zapishw.com.pl,,,,,"ZAPIS HARDWARE Systemy is a leader in the field of industrial automation, providing advanced solutions with over 30 years of experience in the Polish and global markets.",,""
Tecnisata Group,tecnisatagroup.com,Mechanical or Industrial Engineering,"2919 S Ellsworth Rd, 85212, Mesa, Arizona, United States",51-200,https://www.linkedin.com/company/tecnisatagroup,"Tecnisata Group is an industrial manufacturing company that specializes in producing metal parts, mechanical components, tailored devices, equipment, and automation solutions.",privately held,""
"VIMEC INVEST CO.,LTD",mecvn.com.vn,,,,,"VIMEC INVEST CO. is a company specializing in supplying equipment and accessories for the railway, mechanical engineering, cutting machines, welding machines, and automation industries for production lines of factories, construction machinery, and large construction projects.",,""
